drug,adr,a,b,c,d,prr,prr_signal,ror,ror_signal,ic,ic_signal
glimepiride,Acute respiratory failure,2,766,66,51858,2.5384495047762448,False,2.543467278764426,False,0.7455334747759452,False
glimepiride,Adrenal insufficiency,1,767,7,51917,13.504551365409622,False,13.52899022801303,False,1.2825506973520082,False
glimepiride,Adverse drug reaction,1,767,147,51777,0.686672103325913,False,0.6860597361011428,False,-0.8249115270038081,False
glimepiride,Adverse event,1,767,57,51867,1.7614632215751682,False,1.7629514233111456,False,0.15696431098648844,False
glimepiride,Agitation,3,765,68,51856,3.450067867075451,True,3.46127000624562,True,1.1892628939395513,True
glimepiride,Alanine aminotransferase increased,3,765,31,51893,7.502528536338678,True,7.5322592350678566,True,1.8137760575185842,True
glimepiride,Alcohol use,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Altered state of consciousness,2,766,42,51882,3.9719268721793006,False,3.9816200452783854,False,1.1312351459577774,False
glimepiride,Anaemia,5,763,103,51821,3.588165821727195,True,3.6068101072799115,True,1.4069260631336946,True
glimepiride,Angina pectoris,5,763,62,51862,5.942002600780234,True,5.9776031434184675,True,1.897208316924655,True
glimepiride,Anuria,2,766,89,51835,1.8861105258951987,False,1.889000645027277,False,0.45296533905656805,False
glimepiride,Aortic stenosis,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Arthritis,1,767,35,51889,2.853074232128794,False,2.856695875579208,False,0.5497473420984704,False
glimepiride,Aspartate aminotransferase increased,3,765,29,51895,8.011174538802319,True,8.043230856092727,True,1.8566497790667364,True
glimepiride,Asthenia,9,759,301,51623,2.1275827192602224,True,2.141686782239778,True,0.9207193203337851,True
glimepiride,Atrioventricular block complete,1,767,17,51907,5.787664870889838,False,5.797021870637506,False,0.9764279796360248,False
glimepiride,Back pain,1,767,115,51809,0.8769189198317937,False,0.8766783704894454,False,-0.5464498727112522,False
glimepiride,Balanoposthitis,2,766,7,51917,22.507585609016036,False,22.577734290063056,False,1.9858106217269293,False
glimepiride,Bile duct stone,5,763,3,51921,106.10718929964705,True,106.86434652446441,True,3.157019815268149,True
glimepiride,Blister,1,767,28,51896,3.553829306686743,False,3.5588205040288017,False,0.7010558946175746,False
glimepiride,Blood alkaline phosphatase increased,1,767,8,51916,11.915780616537901,False,11.937114389729834,False,1.248845027560723,False
glimepiride,Blood creatine phosphokinase increased,2,766,33,51891,5.039011703511053,False,5.05218525766471,False,1.3073808851724233,False
glimepiride,Blood creatinine increased,1,767,162,51762,0.6232869860958288,False,0.622550739163117,False,-0.9389851014708673,False
glimepiride,Blood glucose abnormal,1,767,81,51843,1.2427501256511924,False,1.2432245558641914,False,-0.17646911374351562,False
glimepiride,Blood glucose decreased,12,756,97,51827,8.6567636957754,True,8.78327994983646,True,2.58124801816291,True
glimepiride,Blood glucose fluctuation,1,767,64,51860,1.5702966703964678,False,1.5714112567229754,False,0.05150640576265125,False
glimepiride,Blood glucose increased,11,757,425,51499,1.8249393737040032,False,1.8374632057800375,False,0.7464438738820768,True
glimepiride,Blood insulin increased,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Blood phosphorus increased,1,767,16,51908,6.138432438822557,False,6.148474977790939,False,1.0042775799455952,False
glimepiride,Bradycardia,4,764,113,51811,2.6771137067992647,True,2.6869855337196,True,1.0289459470845015,True
glimepiride,Bradypnoea,1,767,8,51916,11.915780616537901,False,11.937114389729834,False,1.248845027560723,False
glimepiride,Brain natriuretic peptide increased,1,767,6,51918,15.582174652395718,False,15.610674016537208,False,1.3170627084667559,False
glimepiride,Brain stem haemorrhage,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Bronchitis,1,767,38,51886,2.630756759495381,False,2.6339439062566097,False,0.48946276989211035,False
glimepiride,Bronchospasm,2,766,2,51922,67.52275682704811,False,67.73972602739725,False,2.1628128677282183,False
glimepiride,C-reactive protein increased,5,763,26,51898,14.014157077311873,True,14.107906735367164,True,2.530650792294799,True
glimepiride,Capillary leak syndrome,1,767,13,51911,7.50252853633868,False,7.5152370611654,False,1.0912050295872853,False
glimepiride,Cardiac arrest,1,767,220,51704,0.4593384818166538,False,0.45828181435440624,False,-1.3107798963948218,False
glimepiride,Cardiac disorder,3,765,26,51898,8.918099958289375,True,8.954302897354054,True,1.9234483159540225,True
glimepiride,Cerebral artery embolism,5,763,1,51923,247.5834416991764,True,249.359746780179,True,3.226889706611165,True
glimepiride,Cerebral artery occlusion,2,766,0,51924,337.61378413524056,False,338.71167645140247,False,2.240177984503179,False
glimepiride,Cerebral infarction,2,766,13,51911,12.504214227231133,False,12.541736126211012,False,1.7986090059609787,False
glimepiride,Cerebrovascular accident,1,767,107,51817,0.9421780022378806,False,0.9420649950761306,False,-0.4675430547824465,False
glimepiride,Cholangitis acute,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Cholestasis,2,766,25,51899,6.619878120298835,False,6.638207794533338,False,1.484336429150873,False
glimepiride,Chromaturia,1,767,19,51905,5.19405821746524,False,5.202255073916311,False,0.9222914902617195,False
glimepiride,Cold sweat,1,767,23,51901,4.309963201726475,False,4.316432185182618,False,0.8197563490619999,False
glimepiride,Compartment syndrome,1,767,20,51904,4.94068952393035,False,4.948391197267021,False,0.8959664597552652,False
glimepiride,Condition aggravated,2,766,234,51690,0.7198588147872932,False,0.7189451122914919,False,-0.6561808064065198,False
glimepiride,Confusional state,8,760,193,51731,2.9661159329711055,True,2.988090930249547,True,1.309410409854461,True
glimepiride,Coronary revascularisation,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Cough,4,764,142,51782,2.1322975840120457,True,2.138962514199167,True,0.7759657268408625,True
glimepiride,Death,1,767,201,51723,0.5026507952385716,False,0.5016787772488098,False,-1.1992081177996403,False
glimepiride,Decreased appetite,4,764,195,51729,1.5542322543310307,False,1.55749457629897,False,0.4041873369093632,True
glimepiride,Dehydration,2,766,321,51603,0.525060317473158,False,0.5235112643664168,False,-1.058749116604363,False
glimepiride,Delirium,3,765,23,51901,10.056580804028442,True,10.097989076809762,True,1.9934904987291895,True
glimepiride,Dementia Alzheimer's type,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Depressed mood,1,767,24,51900,4.1340463363498845,False,4.140171508342751,False,0.7952220836673937,False
glimepiride,Diabetes mellitus,1,767,181,51743,0.5580393126202324,False,0.5571755458045065,False,-1.071624799950579,False
glimepiride,Diabetes mellitus inadequate control,7,761,275,51649,1.8381875724241774,False,1.846442866965453,False,0.7020532888239844,True
glimepiride,Diabetic coma,1,767,7,51917,13.504551365409622,False,13.52899022801303,False,1.2825506973520082,False
glimepiride,Diabetic metabolic decompensation,6,762,65,51859,6.700731593523859,True,6.7493279939932425,True,2.0823476900230395,True
glimepiride,Diabetic neuropathy,2,766,33,51891,5.039011703511053,False,5.05218525766471,False,1.3073808851724233,False
glimepiride,Diabetic retinopathy,2,766,19,51905,8.656763695775398,False,8.681736832421764,False,1.6329320539214713,False
glimepiride,Diarrhoea,11,757,1084,50840,0.7160089474514092,False,0.7116975321321897,False,-0.5173232886289296,False
glimepiride,Discomfort,1,767,23,51901,4.309963201726475,False,4.316432185182618,False,0.8197563490619999,False
glimepiride,Disease recurrence,1,767,7,51917,13.504551365409622,False,13.52899022801303,False,1.2825506973520082,False
glimepiride,Disorientation,1,767,34,51890,2.935772035958614,False,2.9395553037813342,False,0.5704152910062171,False
glimepiride,Disseminated intravascular coagulation,1,767,29,51895,3.4333605166295653,False,3.4381162700822614,False,0.6784443180989229,False
glimepiride,Dizziness,5,763,330,51594,1.1236767399357477,False,1.1245676660256583,False,0.031097673530922798,True
glimepiride,Drug abuse,2,766,34,51890,4.8929533932643565,False,4.905650566758369,False,1.2867129362646765,False
glimepiride,Drug hypersensitivity,4,764,106,51818,2.853074232128794,True,2.8639817979163404,True,1.0972844666326098,True
glimepiride,Drug ineffective,15,753,630,51294,1.6599567499115715,False,1.6735325025640324,False,0.6466151302901285,True
glimepiride,Drug ineffective for unapproved indication,1,767,14,51910,6.985112775211875,False,6.996810064023363,False,1.0616434117947726,False
glimepiride,Drug interaction,21,747,320,51604,4.529607712266879,True,4.631128201649805,True,1.9746800746689623,True
glimepiride,Drug level increased,11,757,188,51736,4.119425482817259,True,4.166783097407884,True,1.7578242915240636,True
glimepiride,Dry eye,1,767,2,51922,40.51365409622887,False,40.59087947882736,False,1.464011302037224,False
glimepiride,Dry mouth,2,766,40,51884,4.168071409077044,False,4.178404323000975,False,1.1685621326397226,False
glimepiride,Dysarthria,5,763,35,51889,10.461272184472243,True,10.529428041727773,True,2.344384117042755,True
glimepiride,Dyspnoea,7,761,371,51553,1.3631781324437708,False,1.3667550674317266,False,0.3196573616131795,True
glimepiride,Electrocardiogram ST segment elevation,2,766,1,51923,112.53792804508018,False,112.90171776473146,False,2.2009768962034304,False
glimepiride,Embolic cerebral infarction,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Encephalopathy,10,758,83,51841,8.490885589030002,True,8.594582752754215,True,2.5005095102793753,True
glimepiride,Erysipelas,1,767,3,51921,28.938324354449193,False,28.992926942764075,False,1.4258472735620122,False
glimepiride,Erythema,3,765,59,51865,3.9719268721793006,True,3.985515042071695,True,1.3181546252953331,True
glimepiride,Euglycaemic diabetic ketoacidosis,2,766,341,51583,0.4943100792609671,False,0.49266073183520387,False,-1.137324299553147,False
glimepiride,Extrapyramidal disorder,2,766,4,51920,37.51264268169339,False,37.631731535841126,False,2.08938618286123,False
glimepiride,Fall,2,766,194,51730,0.8679017587024178,False,0.8674709099049699,False,-0.42513805104347785,False
glimepiride,Fatigue,9,759,432,51492,1.4831588204785133,False,1.4892022816958221,False,0.45555251308939027,True
glimepiride,Feeling abnormal,1,767,104,51820,0.96922617455093,False,0.9691660302666646,False,-0.43680367430714107,False
glimepiride,Feeling cold,2,766,20,51904,8.234482539883917,False,8.258078373347335,False,1.6070787840058738,False
glimepiride,Feeling jittery,1,767,3,51921,28.938324354449193,False,28.992926942764075,False,1.4258472735620122,False
glimepiride,Femur fracture,1,767,9,51915,10.661487920060228,False,10.680370306874678,False,1.2159088788833516,False
glimepiride,Fluid overload,1,767,6,51918,15.582174652395718,False,15.610674016537208,False,1.3170627084667559,False
glimepiride,Frustration tolerance decreased,1,767,2,51922,40.51365409622887,False,40.59087947882736,False,1.464011302037224,False
glimepiride,Fungal infection,1,767,29,51895,3.4333605166295653,False,3.4381162700822614,False,0.6784443180989229,False
glimepiride,Gait disturbance,2,766,80,51844,2.096980025684724,False,2.1005579122655615,False,0.5604964804226905,False
glimepiride,Gastrointestinal carcinoma,1,767,5,51919,18.41529731646767,False,18.44933372816109,False,1.352420588695024,False
glimepiride,Gastrointestinal infection,1,767,2,51922,40.51365409622887,False,40.59087947882736,False,1.464011302037224,False
glimepiride,Gaze palsy,2,766,0,51924,337.61378413524056,False,338.71167645140247,False,2.240177984503179,False
glimepiride,General physical health deterioration,1,767,148,51776,0.6820480487580618,False,0.6814266442930939,False,-0.832803549130171,False
glimepiride,Glycosylated haemoglobin abnormal,2,766,10,51914,16.076846863582883,False,16.1260211847296,False,1.8891755718462921,False
glimepiride,Glycosylated haemoglobin decreased,1,767,16,51908,6.138432438822557,False,6.148474977790939,False,1.0042775799455952,False
glimepiride,Glycosylated haemoglobin increased,3,765,159,51765,1.4816905886813065,False,1.4838929623722075,False,0.29073792851739944,True
glimepiride,Haematocrit decreased,2,766,8,51916,19.859634360896504,False,19.921146540808103,False,1.9528744730495575,False
glimepiride,Haemoglobin decreased,2,766,31,51893,5.358948954527627,False,5.373166009173837,False,1.3496268329015932,False
glimepiride,Heart rate irregular,1,767,23,51901,4.309963201726475,False,4.316432185182618,False,0.8197563490619999,False
glimepiride,Hemiparesis,5,763,21,51903,17.273263374361143,True,17.390490549945934,True,2.6455671953088826,True
glimepiride,Hemiplegia,2,766,13,51911,12.504214227231133,False,12.541736126211012,False,1.7986090059609787,False
glimepiride,Hepatic infection,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Hepatocellular carcinoma,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Hepatocellular injury,4,764,29,51895,10.300081549888697,True,10.354823691124142,True,2.197623739456543,True
glimepiride,Hot flush,1,767,23,51901,4.309963201726475,False,4.316432185182618,False,0.8197563490619999,False
glimepiride,Hunger,1,767,14,51910,6.985112775211875,False,6.996810064023363,False,1.0616434117947726,False
glimepiride,Hyperglycaemia,3,765,288,51636,0.8191668939156617,False,0.8183400932999919,False,-0.4379590597316303,False
glimepiride,Hyperhidrosis,4,764,108,51816,2.8004830020434706,True,2.8110810053256094,True,1.0774266376357884,True
glimepiride,Hyperinsulinaemia,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Hyperkalaemia,4,764,362,51562,0.8382135330254249,False,0.8372612255023567,False,-0.37469587874448584,False
glimepiride,Hypersensitivity,1,767,74,51850,1.3595185938331835,False,1.3602212360361148,False,-0.08691514182426736,False
glimepiride,Hypersomnia,1,767,9,51915,10.661487920060228,False,10.680370306874678,False,1.2159088788833516,False
glimepiride,Hypoaesthesia,1,767,88,51836,1.1444535055431884,False,1.144735825097996,False,-0.2607875156082478,False
glimepiride,Hypocalcaemia,1,767,30,51894,3.3207913193630225,False,3.3253270678699205,False,0.6561816743786583,False
glimepiride,Hypoglycaemia,69,699,811,51113,5.782910165717614,True,6.25812425652158,True,2.3827436857037054,True
glimepiride,Hypoglycaemic coma,7,761,60,51864,8.370589689303486,True,8.443182496486383,True,2.3446672938958764,True
glimepiride,Hypoglycaemic encephalopathy,8,760,19,51905,29.432996565636355,True,29.750788111734856,True,3.2498711755138503,True
glimepiride,Hypokinesia,1,767,20,51904,4.94068952393035,False,4.948391197267021,False,0.8959664597552652,False
glimepiride,Hypomagnesaemia,1,767,43,51881,2.3283709250706246,False,2.33096708974503,False,0.3942695517915712,False
glimepiride,Hyponatraemia,1,767,85,51839,1.184609768895581,False,1.1849705697468427,False,-0.2252527260840279,False
glimepiride,Hypoparathyroidism,1,767,5,51919,18.41529731646767,False,18.44933372816109,False,1.352420588695024,False
glimepiride,Hypophagia,4,764,50,51874,6.01687932122211,True,6.046409676938917,True,1.8058407028302903,True
glimepiride,Hyporesponsive to stimuli,5,763,0,51924,742.7503250975293,True,748.0936476751801,True,3.2631359634783363,True
glimepiride,Hypotension,1,767,408,51516,0.24794157953628437,False,0.24647175851909145,False,-2.106858487555966,False
glimepiride,Hypothyroidism,5,763,63,51861,5.848427756673459,True,5.883354217265081,True,1.8830369985258801,True
glimepiride,Immune system disorder,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Inappropriate schedule of product administration,1,767,75,51849,1.341511725040691,False,1.3421791746661778,False,-0.10005397082286784,False
glimepiride,Injection site induration,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Injection site nodule,1,767,2,51922,40.51365409622887,False,40.59087947882736,False,1.464011302037224,False
glimepiride,Injection site reaction,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Insomnia,1,767,87,51837,1.1575329741779676,False,1.1578408562121918,False,-0.24903956817833464,False
glimepiride,Insulin resistance,1,767,15,51909,6.534460338101431,False,6.54527687296417,False,1.0326753852095334,False
glimepiride,Intentional dose omission,1,767,8,51916,11.915780616537901,False,11.937114389729834,False,1.248845027560723,False
glimepiride,Intentional overdose,3,765,337,51587,0.7002359967249434,False,0.6988654232285846,False,-0.6403805641291728,False
glimepiride,Intracardiac thrombus,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Laboratory test abnormal,1,767,7,51917,13.504551365409622,False,13.52899022801303,False,1.2825506973520082,False
glimepiride,Lactic acidosis,12,756,3077,48847,0.27425977590190137,False,0.2622680339306836,False,-1.8646675911019674,False
glimepiride,Left ventricular dysfunction,1,767,26,51898,3.822042839266875,False,3.82755823243808,False,0.7473708349846669,False
glimepiride,Limb discomfort,1,767,40,51884,2.5008428454462264,False,2.5037760887923755,False,0.4506285536551295,False
glimepiride,Limb injury,1,767,11,51913,8.807316107875842,False,8.822574706132276,False,1.152209977680086,False
glimepiride,Liver function test abnormal,3,765,30,51894,7.748513078513718,True,7.779368461629065,True,1.835053660071835,True
glimepiride,Liver injury,3,765,22,51902,10.503539950874151,True,10.546991799114595,True,2.0176145050038414,True
glimepiride,Loss of consciousness,8,760,124,51800,4.609987413894851,True,4.650335728185589,True,1.810111637288479,True
glimepiride,Malaise,2,766,380,51544,0.44364492002002703,False,0.44183032419491297,False,-1.279234078761967,False
glimepiride,Manufacturing issue,2,766,1,51923,112.53792804508018,False,112.90171776473146,False,2.2009768962034304,False
glimepiride,Medication error,3,765,99,51825,2.375172350700185,True,2.381459879410114,True,0.8169973743233798,True
glimepiride,Memory impairment,1,767,85,51839,1.184609768895581,False,1.1849705697468427,False,-0.2252527260840279,False
glimepiride,Mental disorder,5,763,18,51906,20.074333110744035,True,20.211738260854176,True,2.719184187203086,True
glimepiride,Mental status changes,5,763,88,51836,4.1963295203250235,True,4.21935481483948,True,1.5676237061379121,True
glimepiride,Metabolic disorder,1,767,24,51900,4.1340463363498845,False,4.140171508342751,False,0.7952220836673937,False
glimepiride,Metabolic encephalopathy,2,766,14,51910,11.641854625353124,False,11.676563870706525,False,1.7696409793757397,False
glimepiride,Micturition frequency decreased,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Mobility decreased,1,767,25,51899,3.971926872179301,False,3.9777351983138534,False,0.7710980773927416,False
glimepiride,Mucosal erosion,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Multiple organ dysfunction syndrome,4,764,164,51760,1.8471270864542038,False,1.8521134460212985,False,0.6098728825506432,True
glimepiride,Muscle contracture,1,767,7,51917,13.504551365409622,False,13.52899022801303,False,1.2825506973520082,False
glimepiride,Musculoskeletal discomfort,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Musculoskeletal pain,3,765,31,51893,7.502528536338678,True,7.5322592350678566,True,1.8137760575185842,True
glimepiride,Myalgia,1,767,104,51820,0.96922617455093,False,0.9691660302666646,False,-0.43680367430714107,False
glimepiride,Myocardial infarction,1,767,137,51787,0.7366118926587067,False,0.7360971276280722,False,-0.7435218201318823,False
glimepiride,Myoglobin blood increased,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Nausea,6,762,653,51271,0.6716112002690325,False,0.6688118203368997,False,-0.6365721672673735,False
glimepiride,Nephroangiosclerosis,2,766,1,51923,112.53792804508018,False,112.90171776473146,False,2.2009768962034304,False
glimepiride,Nervousness,2,766,42,51882,3.9719268721793006,False,3.9816200452783854,False,1.1312351459577774,False
glimepiride,Neuroglycopenia,5,763,0,51924,742.7503250975293,True,748.0936476751801,True,3.2631359634783363,True
glimepiride,Neurological symptom,2,766,7,51917,22.507585609016036,False,22.577734290063056,False,1.9858106217269293,False
glimepiride,No adverse event,1,767,26,51898,3.822042839266875,False,3.82755823243808,False,0.7473708349846669,False
glimepiride,Nocturnal dyspnoea,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Ocular icterus,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Oedema,1,767,44,51880,2.276047982934206,False,2.2785418877868464,False,0.3759620824467292,False
glimepiride,Oedema peripheral,2,766,87,51837,1.929221623629946,False,1.932252352995993,False,0.4761780785579583,False
glimepiride,Off label use,1,767,266,51658,0.3800530403023346,False,0.37884141757979845,False,-1.5497829875338127,False
glimepiride,Oral mucosal blistering,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Overdose,1,767,420,51504,0.2408659577659267,False,0.23938230817198386,False,-2.1453921823440827,False
glimepiride,Pain,2,766,207,51717,0.8135271906873266,False,0.8129189949622364,False,-0.504358391219487,False
glimepiride,Pain in extremity,4,764,147,51777,2.060016309977739,True,2.0662557781201847,True,0.7365032542995975,True
glimepiride,Pallor,1,767,12,51912,8.102730819245775,False,8.116612377850164,False,1.1213850752660068,False
glimepiride,Palpitations,3,765,64,51860,3.6640255642584245,True,3.676205955473192,True,1.245131620344962,True
glimepiride,Pancreatitis acute,3,765,92,51832,2.554915123185604,True,2.562024467315127,True,0.8930579753298955,True
glimepiride,Panic reaction,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Paraesthesia,1,767,83,51841,1.2129836555757145,False,1.2133999102771655,False,-0.2010671075863597,False
glimepiride,Paralysis,1,767,6,51918,15.582174652395718,False,15.610674016537208,False,1.3170627084667559,False
glimepiride,Pericarditis,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Peripheral swelling,2,766,100,51824,1.6796705678370176,False,1.6818873668188736,False,0.33157054715313816,False
glimepiride,Petit mal epilepsy,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Photosensitivity reaction,2,766,12,51912,13.504551365409622,False,13.545335942596216,False,1.8281706237534914,False
glimepiride,Platelet count increased,1,767,7,51917,13.504551365409622,False,13.52899022801303,False,1.2825506973520082,False
glimepiride,Pneumonia aspiration,4,764,32,51892,9.349304791437431,True,9.398450470392916,True,2.134709842819627,True
glimepiride,Polydipsia,1,767,18,51906,5.474818121112009,False,5.483563693987147,False,0.9491058188867711,False
glimepiride,Polyuria,1,767,44,51880,2.276047982934206,False,2.2785418877868464,False,0.3759620824467292,False
glimepiride,Poverty of speech,3,765,2,51922,94.53185955786736,True,94.95950359242325,True,2.611059266898643,True
glimepiride,Prerenal failure,4,764,6,51918,46.74652395718716,True,47.0157971524878,True,2.8008713796045077,True
glimepiride,Prescription drug used without a prescription,1,767,18,51906,5.474818121112009,False,5.483563693987147,False,0.9491058188867711,False
glimepiride,Product administration error,2,766,38,51886,4.3845945991589685,False,4.395633720486949,False,1.20688059329282,False
glimepiride,Product appearance confusion,1,767,5,51919,18.41529731646767,False,18.44933372816109,False,1.352420588695024,False
glimepiride,Product dose omission issue,1,767,45,51879,2.2260249503422456,False,2.228421090310341,False,0.35788402257729696,False
glimepiride,Product packaging confusion,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Product physical issue,1,767,8,51916,11.915780616537901,False,11.937114389729834,False,1.248845027560723,False
glimepiride,Product prescribing error,2,766,52,51872,3.2153693727165766,False,3.2225949740626842,False,0.9578437962753404,False
glimepiride,Product quality issue,1,767,37,51887,2.7009102730819246,False,2.7042345276872966,False,0.5092790450897611,False
glimepiride,Product size issue,1,767,6,51918,15.582174652395718,False,15.610674016537208,False,1.3170627084667559,False
glimepiride,Product substitution issue,8,760,132,51792,4.331648551169124,True,4.368885911701587,True,1.742329102847846,True
glimepiride,Pruritus,3,765,163,51761,1.4454412776432317,False,1.4474779131386613,False,0.261636368132617,True
glimepiride,Pulmonary embolism,1,767,31,51893,3.2153693727165766,False,3.2196990848456646,False,0.6342573577302887,False
glimepiride,Pyrexia,2,766,133,51791,1.2644711016301144,False,1.2653336949165794,False,0.018783806886395037,False
glimepiride,Quadriparesis,2,766,1,51923,112.53792804508018,False,112.90171776473146,False,2.2009768962034304,False
glimepiride,Rash,6,762,139,51785,3.1462216442710593,True,3.1645173041894354,True,1.3145041429196003,True
glimepiride,Rash pruritic,1,767,23,51901,4.309963201726475,False,4.316432185182618,False,0.8197563490619999,False
glimepiride,Renal failure,6,762,397,51527,1.1041457091215416,False,1.105033508609135,False,0.028278534640311385,True
glimepiride,Renal impairment,8,760,213,51711,2.688259639484351,True,2.707129076612053,True,1.1917204441343612,True
glimepiride,Reperfusion injury,2,766,0,51924,337.61378413524056,False,338.71167645140247,False,2.240177984503179,False
glimepiride,Respiratory arrest,1,767,23,51901,4.309963201726475,False,4.316432185182618,False,0.8197563490619999,False
glimepiride,Respiratory tract infection,1,767,11,51913,8.807316107875842,False,8.822574706132276,False,1.152209977680086,False
glimepiride,Restlessness,2,766,20,51904,8.234482539883917,False,8.258078373347335,False,1.6070787840058738,False
glimepiride,Rhabdomyolysis,2,766,91,51833,1.8448840663127901,False,1.8476397221063738,False,0.4301201823879772,False
glimepiride,Seizure,3,765,76,51848,3.0892764561394563,True,3.098828993822654,True,1.0836250036392125,True
glimepiride,Septic shock,1,767,94,51830,1.0717897909055256,False,1.071930096685797,False,-0.3293344460065525,False
glimepiride,Skin burning sensation,2,766,4,51920,37.51264268169339,False,37.631731535841126,False,2.08938618286123,False
glimepiride,Skin discolouration,2,766,31,51893,5.358948954527627,False,5.373166009173837,False,1.3496268329015932,False
glimepiride,Skin lesion,3,765,11,51913,20.550404251710297,True,20.639792122227586,True,2.313597450923733,True
glimepiride,Skin mass,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
glimepiride,Skin odour abnormal,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Somnolence,2,766,110,51814,1.5276641816074235,False,1.5293851998122747,False,0.22942973108083833,False
glimepiride,Spinal pain,1,767,6,51918,15.582174652395718,False,15.610674016537208,False,1.3170627084667559,False
glimepiride,Stress cardiomyopathy,5,763,4,51920,82.52781389972547,True,83.11511314851197,True,3.1233141454768645,True
glimepiride,Suicide attempt,1,767,223,51701,0.4531728646110612,False,0.45210414708261376,False,-1.327633694457824,False
glimepiride,Swelling face,1,767,14,51910,6.985112775211875,False,6.996810064023363,False,1.0616434117947726,False
glimepiride,Tachycardia,1,767,114,51810,0.8845776003543422,False,0.8843520191172496,False,-0.5368193302879263,False
glimepiride,Therapeutic product effect decreased,1,767,36,51888,2.7749078148101964,False,2.7783766900182947,False,0.5293713038211176,False
glimepiride,Therapeutic product effect incomplete,1,767,57,51867,1.7614632215751682,False,1.7629514233111456,False,0.15696431098648844,False
glimepiride,Therapeutic product effect variable,1,767,3,51921,28.938324354449193,False,28.992926942764075,False,1.4258472735620122,False
glimepiride,Therapeutic response decreased,2,766,11,51913,14.678860179793068,False,14.723474857483195,False,1.8583506694322127,False
glimepiride,Therapy change,1,767,4,51920,22.50758560901604,False,22.549619978284472,False,1.3886668455621953,False
glimepiride,Therapy interrupted,1,767,6,51918,15.582174652395718,False,15.610674016537208,False,1.3170627084667559,False
glimepiride,Therapy non-responder,2,766,49,51875,3.4102402437903083,False,3.418101431800062,False,1.0077087991867613,False
glimepiride,Therapy partial responder,1,767,8,51916,11.915780616537901,False,11.937114389729834,False,1.248845027560723,False
glimepiride,Torticollis,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Toxic epidermal necrolysis,6,762,14,51910,30.268822025918123,True,30.518326738270208,True,3.0377687076816553,True
glimepiride,Toxicity to various agents,10,758,1105,50819,0.6413287622650432,False,0.6363636363636364,False,-0.6738943584724566,False
glimepiride,Transcatheter aortic valve implantation,1,767,0,51924,202.56827048114437,False,202.96221498371335,False,1.5435084781766941,False
glimepiride,Treatment failure,1,767,51,51873,1.9666822376810131,False,1.9685715189272952,False,0.25392930577221073,False
glimepiride,Tremor,5,763,73,51851,5.052723299983192,True,5.081917770382547,True,1.7484911021573764,True
glimepiride,Troponin increased,1,767,1,51923,67.52275682704811,False,67.65276872964169,False,1.503212390336973,False
